Source,Target,Weight,Year,Type
operant conditioning,visual discrimination task,0.594059405940594,1980,Undirected
insect fauna,native insect,0.594059405940594,1980,Undirected
glomerular filtration rate,renal plasma flow,0.6039603960396039,1981,Undirected
subsurface water,water masse,0.6039603960396039,1981,Undirected
individual insect,specie of insect,0.6039603960396039,1981,Undirected
forest soil,insect larvae,0.6039603960396039,1981,Undirected
english channel,variation of salinity,0.6039603960396039,1981,Undirected
archaeological record,archaeological site,0.6039603960396039,1981,Undirected
air temperature,water temperature,0.6039603960396039,1981,Undirected
forest soil,soil sample,0.6039603960396039,1981,Undirected
hormone biosynthesis,juvenile hormone biosynthesis,0.6039603960396039,1981,Undirected
east atlantic ocean,north east atlantic ocean,0.6039603960396039,1981,Undirected
insect larvae,soil sample,0.6039603960396039,1981,Undirected
bacterial kidney disease,rainbow trout,0.6039603960396039,1981,Undirected
southeastern united states,spruce budworm,0.6039603960396039,1981,Undirected
bacterial kidney disease,brown trout,0.6039603960396039,1981,Undirected
brown trout,rainbow trout,0.6039603960396039,1981,Undirected
evolution of eusociality,sex ratio,0.6039603960396039,1981,Undirected
bering sea,sea of okhotsk,0.6039603960396039,1981,Undirected
main insect pest,rice insect pest,0.6138613861386139,1982,Undirected
ant exclusion experiment,young larvae,0.6138613861386139,1982,Undirected
nematode population,yield loss,0.6138613861386139,1982,Undirected
north sea,strong tidal current,0.6138613861386139,1982,Undirected
pine beetle,western pine beetle,0.6138613861386139,1982,Undirected
agricultural pest insect,insect control agent,0.6138613861386139,1982,Undirected
ant community,south eastern australia,0.6138613861386139,1982,Undirected
extrafloral nectary,young larvae,0.6138613861386139,1982,Undirected
animal phyla,molecular clock,0.6138613861386139,1982,Undirected
intraspecific brood parasitism,passerine birds,0.6138613861386139,1982,Undirected
nematode control,yield loss,0.6138613861386139,1982,Undirected
nematode control,nematode population,0.6138613861386139,1982,Undirected
ant exclusion experiment,extrafloral nectary,0.6138613861386139,1982,Undirected
insect control,yield loss,0.6138613861386139,1982,Undirected
breeding site,first instar larvae,0.6138613861386139,1982,Undirected
insect control,nematode population,0.6138613861386139,1982,Undirected
insect pest control,main insect pest,0.6138613861386139,1982,Undirected
egg development,nasonia vitripennis,0.6138613861386139,1982,Undirected
insect pest control,rice insect pest,0.6138613861386139,1982,Undirected
insect control,nematode control,0.6138613861386139,1982,Undirected
sea urchin,sea urchin strongylocentrotus purpuratus,0.6138613861386139,1982,Undirected
petroleum residue,water column,0.6237623762376238,1983,Undirected
mexican bean beetle,soybean looper,0.6237623762376238,1983,Undirected
different crop,insect pest occurrence,0.6237623762376238,1983,Undirected
different crop,pest occurrence,0.6237623762376238,1983,Undirected
host plant resistance,soybean looper,0.6237623762376238,1983,Undirected
insect problem,western pine beetle,0.6237623762376238,1983,Undirected
bottom sediment,water column,0.6237623762376238,1983,Undirected
host plant resistance,mexican bean beetle,0.6237623762376238,1983,Undirected
bottom sediment,petroleum residue,0.6237623762376238,1983,Undirected
high performance liquid chromatography,organic compound,0.6237623762376238,1983,Undirected
insect problem,role of insect,0.6237623762376238,1983,Undirected
distribution of specie,forest insect pest,0.6237623762376238,1983,Undirected
bird survey,number of specie,0.6237623762376238,1983,Undirected
forest ecosystem,role of insect,0.6237623762376238,1983,Undirected
forest ecosystem,pest complex,0.6237623762376238,1983,Undirected
forest ecosystem,insect problem,0.6237623762376238,1983,Undirected
domestic sheep,feral sheep,0.6237623762376238,1983,Undirected
insect pest occurrence,pest occurrence,0.6237623762376238,1983,Undirected
control of aphids,pest status,0.6237623762376238,1983,Undirected
control of aphids,pest control program,0.6237623762376238,1983,Undirected
busseola fusca,chemical control,0.6237623762376238,1983,Undirected
busseola fusca,pest control technology,0.6237623762376238,1983,Undirected
small solitary bee,solitary bee,0.6237623762376238,1983,Undirected
chemical control,pest control technology,0.6237623762376238,1983,Undirected
strait of georgia,strong tidal current,0.6237623762376238,1983,Undirected
bay of fundy,primary production,0.6237623762376238,1983,Undirected
bay of fundy,organic matter,0.6237623762376238,1983,Undirected
bay of fundy,salt marshes,0.6237623762376238,1983,Undirected
insect problem,pest complex,0.6237623762376238,1983,Undirected
dry season,nematode population,0.6237623762376238,1983,Undirected
corn earworm,southern united states,0.6237623762376238,1983,Undirected
pest control program,pest status,0.6237623762376238,1983,Undirected
forest ecosystem,western pine beetle,0.6237623762376238,1983,Undirected
north atlantic,trace metal,0.6237623762376238,1983,Undirected
arthropod pest,pest control program,0.6237623762376238,1983,Undirected
abundant flower visitor,different insect pollinator,0.6237623762376238,1983,Undirected
organic matter,primary production,0.6237623762376238,1983,Undirected
pest complex,role of insect,0.6237623762376238,1983,Undirected
pest complex,western pine beetle,0.6237623762376238,1983,Undirected
shelf water,trace element,0.6237623762376238,1983,Undirected
shelf water,trace metal,0.6237623762376238,1983,Undirected
freshwater runoff,strait of georgia,0.6237623762376238,1983,Undirected
north atlantic,shelf water,0.6237623762376238,1983,Undirected
seasonal occurrence,seed crop,0.6237623762376238,1983,Undirected
arthropod pest,control of aphids,0.6237623762376238,1983,Undirected
flour beetle,plant feed insect,0.6237623762376238,1983,Undirected
role of insect,western pine beetle,0.6237623762376238,1983,Undirected
arthropod pest,pest status,0.6237623762376238,1983,Undirected
number of bird,number of specie,0.6336633663366337,1984,Undirected
pest control practice,pest damage,0.6336633663366337,1984,Undirected
number of bird,specie of bird,0.6336633663366337,1984,Undirected
management strategy,pest problem,0.6336633663366337,1984,Undirected
management strategy,pest damage,0.6336633663366337,1984,Undirected
management strategy,ministry of agriculture,0.6336633663366337,1984,Undirected
pest control tactic,pest damage,0.6336633663366337,1984,Undirected
abundance of arthropod,web build spider,0.6336633663366337,1984,Undirected
insect attack,insect damage,0.6336633663366337,1984,Undirected
natural population,specie of drosophila,0.6336633663366337,1984,Undirected
sitobion avenae,winter wheat,0.6336633663366337,1984,Undirected
specie of bird,study area,0.6336633663366337,1984,Undirected
black fly,functional feed group,0.6336633663366337,1984,Undirected
north carolina,sample of soil,0.6336633663366337,1984,Undirected
dry season,soil surface,0.6336633663366337,1984,Undirected
chemical pesticide,ministry of agriculture,0.6336633663366337,1984,Undirected
crop rotation,cyst nematode,0.6336633663366337,1984,Undirected
anolis lizard,web build spider,0.6336633663366337,1984,Undirected
application of pesticide,pest control practice,0.6336633663366337,1984,Undirected
crop rotation,grain yield,0.6336633663366337,1984,Undirected
arthropod pest,crop loss,0.6336633663366337,1984,Undirected
farmer ’ perception,ministry of agriculture,0.6336633663366337,1984,Undirected
farmer ’ perception,management strategy,0.6336633663366337,1984,Undirected
arthropod pest,secondary pest,0.6336633663366337,1984,Undirected
farmer ’ perception,pest damage,0.6336633663366337,1984,Undirected
farmer ’ perception,pest problem,0.6336633663366337,1984,Undirected
agricultural land,study area,0.6336633663366337,1984,Undirected
agricultural land,specie of bird,0.6336633663366337,1984,Undirected
agricultural land,number of specie,0.6336633663366337,1984,Undirected
farmer ’ perception,pesticide usage,0.6336633663366337,1984,Undirected
number of bird,study area,0.6336633663366337,1984,Undirected
control of pest,farmer ’ perception,0.6336633663366337,1984,Undirected
grain yield,wheat crop,0.6336633663366337,1984,Undirected
aquatic invertebrates,terrestrial vertebrate,0.6336633663366337,1984,Undirected
dissolve organic carbon,organic carbon,0.6336633663366337,1984,Undirected
control measure,liriomyza trifolii,0.6336633663366337,1984,Undirected
crop rotation,wheat crop,0.6336633663366337,1984,Undirected
application of pesticide,pest damage,0.6336633663366337,1984,Undirected
application of pesticide,pest control tactic,0.6336633663366337,1984,Undirected
chemical pesticide,farmer ’ perception,0.6336633663366337,1984,Undirected
number of specie,study area,0.6336633663366337,1984,Undirected
number of specie,specie of bird,0.6336633663366337,1984,Undirected
agricultural land,number of bird,0.6336633663366337,1984,Undirected
chemical pesticide,management strategy,0.6336633663366337,1984,Undirected
management strategy,pesticide usage,0.6336633663366337,1984,Undirected
chemical pesticide,pest problem,0.6336633663366337,1984,Undirected
host specificity,social parasite,0.6336633663366337,1984,Undirected
method of application,of insecticide,0.6336633663366337,1984,Undirected
ministry of agriculture,pest damage,0.6336633663366337,1984,Undirected
ministry of agriculture,pest problem,0.6336633663366337,1984,Undirected
crop loss,secondary pest,0.6336633663366337,1984,Undirected
chemical pesticide,pest damage,0.6336633663366337,1984,Undirected
cyst nematode,wheat crop,0.6336633663366337,1984,Undirected
north east atlantic ocean,vertical distribution,0.6336633663366337,1984,Undirected
ministry of agriculture,pesticide usage,0.6336633663366337,1984,Undirected
cyst nematode,grain yield,0.6336633663366337,1984,Undirected
host specificity,invasion success,0.6336633663366337,1984,Undirected
invasion success,social parasite,0.6336633663366337,1984,Undirected
pest damage,pesticide usage,0.6336633663366337,1984,Undirected
chemical pesticide,pesticide usage,0.6336633663366337,1984,Undirected
pest problem,pesticide usage,0.6336633663366337,1984,Undirected
pest damage,pest problem,0.6336633663366337,1984,Undirected
abundance of arthropod,anolis lizard,0.6336633663366337,1984,Undirected
pest control practice,pest control tactic,0.6336633663366337,1984,Undirected
group of pollinator,pollination mechanism,0.6435643564356436,1985,Undirected
heterorhabditis bacteriophora,steinernema feltiae,0.6435643564356436,1985,Undirected
delia radicum,steinernema feltiae,0.6435643564356436,1985,Undirected
heterorhabditis spp,steinernema spp,0.6435643564356436,1985,Undirected
total organic carbon,water column,0.6435643564356436,1985,Undirected
organic carbon,total nitrogen,0.6435643564356436,1985,Undirected
ectothermic vertebrate,tree frog,0.6435643564356436,1985,Undirected
crop pest,wild plant specie,0.6435643564356436,1985,Undirected
effect of insecticide,liriomyza trifolii,0.6435643564356436,1985,Undirected
organic carbon,water column,0.6435643564356436,1985,Undirected
delia radicum,heterorhabditis bacteriophora,0.6435643564356436,1985,Undirected
amino acid sequence,complete amino acid sequence,0.6435643564356436,1985,Undirected
organic carbon,primary production,0.6435643564356436,1985,Undirected
glomerular filtration rate,plasma renin activity,0.6435643564356436,1985,Undirected
control of pest,management strategy,0.6435643564356436,1985,Undirected
nematode community structure,trophic group,0.6435643564356436,1985,Undirected
insect fauna,specie – area relationship,0.6435643564356436,1985,Undirected
farmer ’ field,major pest,0.6435643564356436,1985,Undirected
grape root borer,nematode population,0.6435643564356436,1985,Undirected
effective pollinator,female bee,0.6435643564356436,1985,Undirected
grape root borer,natural control,0.6435643564356436,1985,Undirected
